state,district,date,total_enrolments,age_weighted_load,growth_rate,volatility,anomaly,ASSI,stress_level
Assam,Nalbari,2025-11-30,129.0,0.010505526489033643,0.004878994493524554,0.035660722011143266,0.0,1.255410362122325,Low
Assam,Nalbari,2025-12-31,5.0,0.00036034787429403,0.0005186316253030301,0.035660722011143266,0.0,0.7405941458272023,Low
Assam,North Cachar Hills,2025-04-30,408.0,0.03350542254253144,0.01367495970787706,0.026702272947859155,0.0,2.2161363533553673,Low
Assam,North Cachar Hills,2025-05-31,77.0,0.006132843629811856,0.0025711873170281407,0.026702272947859155,0.0,0.8436388870753609,Low
Assam,North Cachar Hills,2025-09-30,58.0,0.004532067495928762,0.010297691156307208,0.026702272947859155,0.0,0.9727704377020138,Low
Assam,North Cachar Hills,2025-10-31,44.0,0.0034579536398600184,0.010371243284472068,0.026702272947859155,0.0,0.9316446866633856,Low
Assam,North Cachar Hills,2025-11-30,9.0,0.000692976681334673,0.0027877124034742483,0.026702272947859155,0.0,0.6314573362974262,Low
Assam,Sibsagar,2025-04-30,579.0,0.05273552544956862,0.01367495970787706,0.0329078087013766,0.0,3.1094511847072033,Low
Assam,Sibsagar,2025-05-31,225.0,0.01992307958837185,0.005306848974426372,0.0329078087013766,0.0,1.5877505819230653,Low
Assam,Sibsagar,2025-09-30,199.0,0.01584837670212397,0.012093371020100956,0.0329078087013766,0.0,1.5944255176150148,Low
Assam,Sibsagar,2025-10-31,199.0,0.01678389522192578,0.01367495970787706,0.0329078087013766,0.0,1.6713859756014897,Low
Assam,Sibsagar,2025-11-30,50.0,0.00396382661723433,0.0034270353248670327,0.0329078087013766,0.0,0.9023851218385811,Low
Assam,Sibsagar,2025-12-31,9.0,0.000692976681334673,0.0024517630580812456,0.0329078087013766,0.0,0.74716931773295,Low
Assam,Sivasagar,2025-06-30,80.0,0.0064031045355323795,0.01367495970787706,0.030284446298642496,0.0,1.2036871000910716,Low
Assam,Sivasagar,2025-07-31,342.0,0.02930598385364332,0.05849931218114693,0.030284446298642496,0.0,3.240411084647256,Low
Assam,Sonitpur,2025-03-31,81.0,0.007241606319947334,0.01367495970787706,0.06266647935473778,0.0,1.8848678325895756,Low
Assam,Sonitpur,2025-04-30,372.0,0.029943522400471222,0.06284614647527516,0.06266647935473778,0.0,4.022224144995484,Low
Assam,Sonitpur,2025-05-31,253.0,0.019611240081771248,0.009296647351052702,0.06266647935473778,0.0,2.2701953741419234,Low
Assam,Sonitpur,2025-06-30,284.0,0.02369287273483247,0.01535200152867948,0.06266647935473778,0.0,2.5848445347050415,Low
Assam,Sonitpur,2025-07-31,1030.0,0.08407193097952252,0.04962697233561526,0.06266647935473778,0.0,5.856881134666039,Low
Assam,Sonitpur,2025-09-30,985.0,0.07761338830948337,0.01307699161737172,0.06266647935473778,0.0,4.684789909908384,Low
Assam,Sonitpur,2025-10-31,637.0,0.05045563216797755,0.008839411318463983,0.06266647935473778,0.0,3.4925401567754575,Low
Assam,Sonitpur,2025-11-30,70.0,0.005488375316170611,0.0014921812485704285,0.06266647935473778,0.0,1.510169130955841,Low
Assam,Sonitpur,2025-12-31,31.0,0.002272963514777728,0.006049442820385131,0.06266647935473778,0.0,1.4954841981954932,Low
Assam,South Salmara Mankachar,2025-04-30,308.0,0.024822424725407986,0.01367495970787706,0.0201694220030935,0.0,1.7381594217751162,Low
Assam,South Salmara Mankachar,2025-09-30,122.0,0.009736322372752156,0.005409539305350843,0.0201694220030935,0.0,0.9280798176057272,Low
Assam,South Salmara Mankachar,2025-10-31,83.0,0.006638716607186168,0.009299663133086607,0.0201694220030935,0.0,0.9014286826764819,Low
Assam,South Salmara Mankachar,2025-11-30,15.0,0.001205779425522331,0.0024616571485747488,0.0201694220030935,0.0,0.513161045797132,Low
Assam,South Salmara Mankachar,2025-12-31,1.0,8.315720176016076e-05,0.0009005895373777623,0.0201694220030935,0.0,0.4292294665667205,Low
Assam,Sribhumi,2025-09-30,14.0,0.0010949031565087835,0.01367495970787706,0.0009716853377602473,0.0,0.4051038257124827,Low
Assam,Sribhumi,2025-10-31,7.0,0.000540521811441045,0.006831547116538149,0.0009716853377602473,0.0,0.21184325712630048,Low
Assam,Sribhumi,2025-11-30,1.0,6.92976681334673e-05,0.0019433952655817845,0.0009716853377602473,0.0,0.07079049512008825,Low
Assam,Sribhumi,2025-12-31,2.0,0.00015245486989362808,0.02736178489055488,0.0009716853377602473,0.0,0.7095765238148221,Low
Assam,Tamulpur District,2025-09-30,7.0,0.000512802744187658,0.01367495970787706,0.0004904046719599225,0.0,0.37219419590363123,Low
Assam,Tamulpur District,2025-10-31,4.0,0.00031876927341394957,0.007809177486729422,0.0004904046719599225,0.0,0.21778830154399195,Low
Assam,Tamulpur District,2025-11-30,1.0,6.92976681334673e-05,0.0034098408208686933,0.0004904046719599225,0.0,0.09782602068625448,Low
Assam,Tinsukia,2025-03-31,355.0,0.029264405252763245,0.01367495970787706,0.13375910772121904,0.0,4.187632357231838,Low
Assam,Tinsukia,2025-04-30,991.0,0.08241571671113267,0.03819558172529422,0.13375910772121904,0.0,6.926700366002043,Low
Assam,Tinsukia,2025-05-31,600.0,0.050455632167977535,0.00827480971148248,0.13375910772121904,0.0,4.900277683930544,Low
Assam,Tinsukia,2025-07-31,2507.0,0.20961158657011192,0.057176252413488074,0.13375910772121904,1.0,27.48905192756606,Low
Assam,Tinsukia,2025-09-30,392.0,0.030705796749939365,0.002128236428513841,0.13375910772121904,0.0,3.9566199351348015,Low
Assam,Tinsukia,2025-10-31,198.0,0.015633553930910222,0.006901377857266097,0.13375910772121904,0.0,3.4730587580924426,Low
Assam,Tinsukia,2025-11-30,59.0,0.00460136516406223,0.004066531928118388,0.13375910772121904,0.0,2.96090005918983,Low
Assam,Tinsukia,2025-12-31,7.0,0.0005682408786944318,0.001611995140093218,0.13375910772121904,0.0,2.738211668074489,Low
Assam,Udalguri,2025-03-31,90.0,0.007553445826547937,0.01367495970787706,0.06451805232384876,0.0,1.934372872235819,Low
Assam,Udalguri,2025-04-30,1130.0,0.09555455458923807,0.17183382848548742,0.06451805232384876,1.0,24.408388942183684,Low
Assam,Udalguri,2025-05-31,547.0,0.04665119018745019,0.006613526892389298,0.06451805232384876,0.0,3.3217468262847154,Low
Assam,Udalguri,2025-09-30,356.0,0.028349676033401477,0.008895830622152262,0.06451805232384876,0.0,2.646743853366841,Low
Assam,Udalguri,2025-10-31,292.0,0.023478049963618724,0.01121440686604734,0.06451805232384876,0.0,2.509843216672908,Low
Assam,Udalguri,2025-11-30,60.0,0.004836977235716018,0.0028004958641056395,0.06451805232384876,0.0,1.553852532508257,Low
Assam,West Karbi Anglong,2025-04-30,483.0,0.03633276740237691,0.01367495970787706,0.03028957197092944,0.0,2.400976128210592,Low
Assam,West Karbi Anglong,2025-05-31,266.0,0.01935483870967742,0.00752580636493485,0.03028957197092944,0.0,1.568130146929057,Low
Assam,West Karbi Anglong,2025-06-30,295.0,0.024974879595301615,0.015167132378169001,0.03028957197092944,0.0,1.9839649326848785,Low
Assam,West Karbi Anglong,2025-07-31,382.0,0.03216797754755552,0.017711413236327807,0.03028957197092944,0.0,2.335295872229005,Low
Assam,West Karbi Anglong,2025-09-30,71.0,0.006569418939052701,0.0025320208811419748,0.03028957197092944,0.0,0.9318687190092462,Low
Assam,West Karbi Anglong,2025-10-31,38.0,0.0031738332005128026,0.0073134775807169455,0.03028957197092944,0.0,0.9155817069570246,Low
Assam,West Karbi Anglong,2025-11-30,2.0,0.00015245486989362808,0.000708493745340176,0.03028957197092944,0.0,0.6296019778478383,Low
Bihar,Araria,2025-06-30,1676.0,0.12927479990298327,0.01367495970787706,0.10432903546767962,0.0,7.599446698169849,Low
Bihar,Araria,2025-07-31,288.0,0.022743494681403967,0.0023400472057548555,0.10432903546767962,0.0,3.0548216767536225,Low
Bihar,Araria,2025-09-30,1258.0,0.09795918367346937,0.05977294730231278,0.10432903546767962,0.0,7.499271738850187,Low
Bihar,Araria,2025-10-31,894.0,0.06991441737985517,0.009714701864876482,0.10432903546767962,0.0,5.126024951169712,Low
Bihar,Araria,2025-11-30,146.0,0.011337098506635251,0.0022233431120795098,0.10432903546767962,0.0,2.59564822742099,Low
Bihar,Araria,2025-12-31,182.0,0.013575413187346246,0.017049793314564743,0.10432903546767962,0.0,3.055842069711561,Low
Bihar,Arwal,2025-05-31,209.0,0.015425660926509821,0.01367495970787706,0.026636945207829936,0.0,1.4916393339139182,Low
Bihar,Arwal,2025-07-31,505.0,0.03627732926787013,0.03305917144985139,0.026636945207829936,0.0,2.810311361117689,Low
Bihar,Arwal,2025-09-30,294.0,0.020914036242680432,0.007956306017688902,0.026636945207829936,0.0,1.5682080043060387,Low
Bihar,Arwal,2025-10-31,160.0,0.011725165448182667,0.0074367468695137,0.026636945207829936,0.0,1.187664193821748,Low
Bihar,Arwal,2025-11-30,74.0,0.005322060912650289,0.006318291172187731,0.026636945207829936,0.0,0.9035786199673036,Low
Bihar,Arwal,2025-12-31,75.0,0.005342850213090329,0.013859916804940272,0.026636945207829936,0.0,1.092950832803719,Low
Bihar,Aurangabad,2025-09-30,1026.0,0.07475139461557119,0.01367495970787706,0.06725911283032804,0.0,4.677112033926335,Low
Bihar,Aurangabad,2025-10-31,508.0,0.037198988254045245,0.006764847188747322,0.06725911283032804,0.0,3.0022629664870535,Low
Bihar,Aurangabad,2025-11-30,224.0,0.01627802224455147,0.006023270038820955,0.06725911283032804,0.0,2.1468848973591435,Low
Bihar,Aurangabad,2025-12-31,100.0,0.006985204947853504,0.006098324338894694,0.06725911283032804,0.0,1.7770485629930683,Low
Bihar,Aurangabad(BH),2025-09-30,1.0,6.92976681334673e-05,0.01367495970787706,,0.0,,High
Bihar,Aurangabad(bh),2025-09-30,13.0,0.0009840268874952358,0.01367495970787706,0.0009566732533509654,0.0,0.40036853326375527,Low
Bihar,Aurangabad(bh),2025-10-31,8.0,0.0005821004123211254,0.008410796176077897,0.0009566732533509654,0.0,0.25268738596181173,Low
Bihar,Aurangabad(bh),2025-11-30,1.0,8.315720176016076e-05,0.0016989876730339661,0.0009566732533509654,0.0,0.0649344449632749,Low
Bihar,Aurangabad(bh),2025-12-31,1.0,6.92976681334673e-05,0.01367495970787706,0.0009566732533509654,0.0,0.3637793644892845,Low
Bihar,Banka,2025-06-30,975.0,0.07431481930633034,0.01367495970787706,0.051198367796190115,0.0,4.338434120873942,Low
Bihar,Banka,2025-07-31,428.0,0.03209175011260871,0.005996299836159349,0.051198367796190115,0.0,2.4575448563321345,Low
Bihar,Banka,2025-09-30,715.0,0.05459963272235889,0.022852807435513822,0.051198367796190115,0.0,3.7792728507060036,Low
Bihar,Banka,2025-10-31,461.0,0.035619001420602196,0.008812786845778924,0.051198367796190115,0.0,2.6690470838923632,Low
Bihar,Banka,2025-11-30,236.0,0.018363882055368836,0.006994838957112397,0.051198367796190115,0.0,1.9333936120663655,Low
Bihar,Banka,2025-12-31,122.0,0.008939399189217283,0.0070635272043801465,0.051198367796190115,0.0,1.5581315036019974,Low
Bihar,Begusarai,2025-07-31,762.0,0.058480302137833055,0.01367495970787706,0.0731681104522629,0.0,4.144448287255507,Low
Bihar,Begusarai,2025-09-30,1198.0,0.09272720972939259,0.021506266505314765,0.0731681104522629,0.0,5.710107260853832,Low
Bihar,Begusarai,2025-10-31,441.0,0.03405287412078583,0.005026439955550591,0.0731681104522629,0.0,2.951138172765456,Low
Bihar,Begusarai,2025-11-30,241.0,0.01879352759779633,0.007467782754281676,0.0731681104522629,0.0,2.4017978818141534,Low
Bihar,Begusarai,2025-12-31,71.0,0.005301271612210248,0.004020352732544159,0.0731681104522629,0.0,1.7759218918472721,Low
Bihar,Bhabua,2025-09-30,5.0,0.00037420740792072345,0.01367495970787706,0.0003269364479732817,0.0,0.3633810179732211,Low
Bihar,Bhabua,2025-11-30,3.0,0.0002217525380270954,0.00820022963480593,0.0003269364479732817,0.0,0.22041457135069772,Low
Bihar,Bhabua,2025-12-31,1.0,6.92976681334673e-05,0.004550409586091845,0.0003269364479732817,0.0,0.12307087533710045,Low
Bihar,Bhagalpur,2025-03-31,71.0,0.005723987387824399,0.01367495970787706,0.21754462474546146,0.0,4.921725983119132,Low
Bihar,Bhagalpur,2025-04-30,1238.0,0.09608814663386576,0.23864010038653927,0.21754462474546146,1.0,29.16042086992734,Low
Bihar,Bhagalpur,2025-05-31,2948.0,0.22802397699317417,0.03258002518637389,0.21754462474546146,1.0,29.28635220429554,Low
Bihar,Bhagalpur,2025-06-30,3850.0,0.2914937112366168,0.01786271965183072,0.21754462474546146,1.0,31.457208935669666,Medium
Bihar,Bhagalpur,2025-07-31,557.0,0.041668687848653886,0.001968280402277563,0.21754462474546146,0.0,6.066847018912324,Low
Bihar,Bhagalpur,2025-09-30,1162.0,0.08794567062818336,0.02854125995118062,0.21754462474546146,0.0,8.582250818816078,Low
Bihar,Bhagalpur,2025-10-31,540.0,0.04171719621634732,0.006348621271021979,0.21754462474546146,0.0,6.178295875338672,Low
Bihar,Bhagalpur,2025-11-30,328.0,0.025612418142129518,0.008301613525047989,0.21754462474546146,0.0,5.58292955872061,Low
Bihar,Bhagalpur,2025-12-31,103.0,0.007692041162814871,0.00428613145756453,0.21754462474546146,0.0,4.765727427860938,Low
Bihar,Bhojpur,2025-07-31,823.0,0.060032569904022726,0.01367495970787706,0.06145833491278838,0.0,3.972343487113603,Low
Bihar,Bhojpur,2025-09-30,1072.0,0.07763417760992342,0.017815931117946045,0.06145833491278838,0.0,4.779932080601355,Low
Bihar,Bhojpur,2025-10-31,745.0,0.05403139184366446,0.009499967324728135,0.06145833491278838,0.0,3.62792155512055,Low
Bihar,Bhojpur,2025-11-30,210.0,0.015252416756176154,0.003846165784746008,0.06145833491278838,0.0,1.9354175131214642,Low
Bihar,Bhojpur,2025-12-31,251.0,0.017691694674474203,0.016347149386399872,0.06145833491278838,0.0,2.3455132198947326,Low
Bihar,Buxar,2025-09-30,655.0,0.04749662173867849,0.01367495970787706,0.047265219357369756,0.0,3.1870432493914613,Low
Bihar,Buxar,2025-10-31,399.0,0.029236686185509855,0.008325605132662521,0.047265219357369756,0.0,2.3229119628843526,Low
Bihar,Buxar,2025-11-30,82.0,0.00620907106475867,0.0028009657657495687,0.047265219357369756,0.0,1.263691373881481,Low
Bihar,Buxar,2025-12-31,40.0,0.002910502061605627,0.006664634614310371,0.047265219357369756,0.0,1.2283403349693796,Low
Bihar,Darbhanga,2025-06-30,448.0,0.03492602473926752,0.01367495970787706,0.10859237305668082,0.0,3.910762443401244,Low
Bihar,Darbhanga,2025-09-30,1679.0,0.13083399743598628,0.05128317801117259,0.10859237305668082,0.0,8.687286808852383,Low
Bihar,Darbhanga,2025-10-31,930.0,0.07254772876892693,0.007569282482251278,0.10859237305668082,0.0,5.262988673946976,Low
Bihar,Darbhanga,2025-11-30,194.0,0.015120751186722564,0.002843235692338483,0.10859237305668082,0.0,2.847758400910981,Low
Bihar,Darbhanga,2025-12-31,34.0,0.0026333113890717576,0.0023868564644314357,0.10859237305668082,0.0,2.3368513283072727,Low
Bihar,East Champaran,2025-04-30,4052.0,0.3072727902706074,0.01367495970787706,0.3133403786671522,1.0,33.899593176864265,Medium
Bihar,East Champaran,2025-05-31,4508.0,0.3390734901770555,0.01521523421017249,0.3133403786671522,1.0,35.210128035679574,Medium
Bihar,East Champaran,2025-09-30,2198.0,0.16384047676795677,0.006661524443461406,0.3133403786671522,0.0,12.98696475514785,Low
Bihar,East Champaran,2025-10-31,839.0,0.06278368732892138,0.005212541407941137,0.3133403786671522,0.0,8.908468601698429,Low
Bihar,East Champaran,2025-11-30,259.0,0.019361768476490765,0.004213268878373918,0.3133403786671522,0.0,7.146610034362023,Low
Bihar,East Champaran,2025-12-31,142.0,0.010290703717819896,0.007492108177478199,0.3133403786671522,0.0,6.865738426492795,Low
Bihar,Gaya,2025-04-30,1862.0,0.1369599112989848,0.01367495970787706,0.17009643133900115,0.0,9.222199071436341,Low
Bihar,Gaya,2025-05-31,2317.0,0.16921797581511383,0.01701948465853141,0.17009643133900115,0.0,10.596134775847862,Low
Bihar,Gaya,2025-06-30,1893.0,0.1396001524548699,0.011170335677900628,0.17009643133900115,0.0,9.265193116922335,Low
Bihar,Gaya,2025-07-31,3212.0,0.2324035896192093,0.02321163293341961,0.17009643133900115,0.0,13.278363034883887,Low
Bihar,Gaya,2025-09-30,1905.0,0.1381795502581338,0.008105632026133625,0.17009643133900115,0.0,9.131751437758716,Low
Bihar,Gaya,2025-10-31,1002.0,0.07295658501091437,0.007187189030733716,0.17009643133900115,0.0,6.499871752984941,Low
Bihar,Gaya,2025-11-30,239.0,0.01729669796611344,0.0032527564999098174,0.17009643133900115,0.0,4.175115457922305,Low
Bihar,Gaya,2025-12-31,181.0,0.01284778767194484,0.010353470751411312,0.17009643133900115,0.0,4.1746769024431,Low
Bihar,Gopalganj,2025-05-31,907.0,0.06912442396313363,0.01367495970787706,0.16571897076856082,0.0,6.421230366593489,Low
Bihar,Gopalganj,2025-06-30,1773.0,0.1326288070406431,0.026743086067523136,0.16571897076856082,0.0,9.288108848685019,Low
Bihar,Gopalganj,2025-07-31,2891.0,0.21422681126780083,0.022305456354371027,0.16571897076856082,0.0,12.441088274942528,Low
Bihar,Gopalganj,2025-09-30,939.0,0.0699490662139219,0.004433630494253018,0.16571897076856082,0.0,6.223182826284418,Low
Bihar,Gopalganj,2025-10-31,498.0,0.03717819895360521,0.007246961938376614,0.16571897076856082,0.0,4.98268142197484,Low
Bihar,Gopalganj,2025-11-30,68.0,0.004947853504729566,0.0018570182850829575,0.16571897076856082,0.0,3.5587190126874733,Low
Bihar,Gopalganj,2025-12-31,71.0,0.005031010706489727,0.014278790230642257,0.16571897076856082,0.0,3.872589599396862,Low
Bihar,Jamui,2025-04-30,1692.0,0.13235854613492254,0.01367495970787706,0.08975942355080434,0.0,7.431404309109915,Low
Bihar,Jamui,2025-05-31,550.0,0.041959738054814455,0.00443716162358742,0.08975942355080434,0.0,3.584507033798351,Low
Bihar,Jamui,2025-06-30,772.0,0.05877135234399362,0.019199460054339743,0.08975942355080434,0.0,4.6260290661343255,Low
Bihar,Jamui,2025-09-30,767.0,0.05816153286441911,0.013586314467056607,0.08975942355080434,0.0,4.461307647269266,Low
Bihar,Jamui,2025-10-31,395.0,0.030123696337618237,0.00703676027116761,0.08975942355080434,0.0,3.176055331300007,Low
Bihar,Jamui,2025-11-30,160.0,0.012182530057863553,0.005532164978942152,0.08975942355080434,0.0,2.4207937978041825,Low
Bihar,Jamui,2025-12-31,30.0,0.002328401649284501,0.0025544142469513306,0.08975942355080434,0.0,1.9521848931612504,Low
Bihar,Jehanabad,2025-04-30,418.0,0.03171061293787464,0.01367495970787706,0.022950302152936128,0.0,2.069304553270635,Low
Bihar,Jehanabad,2025-07-31,256.0,0.01846089879075569,0.008370496359566517,0.022950302152936128,0.0,1.4067044036781131,Low
Bihar,Jehanabad,2025-09-30,322.0,0.023186999757458162,0.017203594325286186,0.022950302152936128,0.0,1.8165758914892038,Low
Bihar,Jehanabad,2025-10-31,282.0,0.020401233498492773,0.01197473297710963,0.022950302152936128,0.0,1.5744237074261744,Low
Bihar,Jehanabad,2025-11-30,127.0,0.009105713592737603,0.006152059341511591,0.022950302152936128,0.0,0.9770360703060165,Low
Bihar,Jehanabad,2025-12-31,27.0,0.0019126156404836977,0.0028979320049811394,0.022950302152936128,0.0,0.6079589688025989,Low
Bihar,Kaimur (Bhabua),2025-04-30,357.0,0.027178545441945878,0.01367495970787706,0.053499362537963814,0.0,2.499003061134038,Low
Bihar,Kaimur (Bhabua),2025-05-31,937.0,0.06947784207061432,0.035911258323992286,0.053499362537963814,0.0,4.746882391683656,Low
Bihar,Kaimur (Bhabua),2025-06-30,711.0,0.05190395343196701,0.010373761744925951,0.053499362537963814,0.0,3.4054894316611057,Low
Bihar,Kaimur (Bhabua),2025-07-31,694.0,0.052097986902740714,0.013347707910260291,0.053499362537963814,0.0,3.487599424625413,Low
Bihar,Kaimur (Bhabua),2025-09-30,582.0,0.04315858771352343,0.011466134894534241,0.053499362537963814,0.0,3.08298413166357,Low
Bihar,Kaimur (Bhabua),2025-10-31,290.0,0.021898063130175668,0.006808030234780971,0.053499362537963814,0.0,2.1161105318358278,Low
Bihar,Kaimur (Bhabua),2025-11-30,61.0,0.004753820033955857,0.00286708740845216,0.053499362537963814,0.0,1.3318172373288146,Low
Bihar,Kaimur (Bhabua),2025-12-31,23.0,0.0016770035688299088,0.0051487407416187445,0.053499362537963814,0.0,1.2657859120529413,Low
Bihar,Katihar,2025-05-31,495.0,0.038390908145940886,0.01367495970787706,0.086155973587994,0.0,3.600629790294442,Low
Bihar,Katihar,2025-06-30,985.0,0.07619971587956065,0.02722353413113389,0.086155973587994,0.0,5.451696460220654,Low
Bihar,Katihar,2025-09-30,1408.0,0.11030802813485326,0.01955265214673261,0.086155973587994,0.0,6.624256900822326,Low
Bihar,Katihar,2025-10-31,771.0,0.06101659679151796,0.007482837803497961,0.086155973587994,0.0,4.350854288508048,Low
Bihar,Katihar,2025-11-30,124.0,0.009902636776272478,0.002189387861972326,0.086155973587994,0.0,2.1739596393600875,Low
Bihar,Katihar,2025-12-31,27.0,0.0020720002771906724,0.0029683303311048934,0.086155973587994,0.0,1.8802077411251295,Low
Bihar,Khagaria,2025-09-30,992.0,0.07548594989778593,0.01367495970787706,0.0730892491515717,0.0,4.823096971639798,Low
Bihar,Khagaria,2025-10-31,305.0,0.023429541595925297,0.004196281380760463,0.0730892491515717,0.0,2.5038736813874576,Low
Bihar,Khagaria,2025-11-30,54.0,0.004019264751741104,0.0024113757050831814,0.0730892491515717,0.0,1.6828399657281576,Low
Bihar,Khagaria,2025-12-31,37.0,0.002834274626658813,0.009366144372589598,0.0730892491515717,0.0,1.8093095774125263,Low
Bihar,Kishanganj,2025-09-30,850.0,0.06780776826859776,0.01367495970787706,0.05653044987204934,0.0,4.184793720881824,Low
Bihar,Kishanganj,2025-10-31,417.0,0.033041128166037215,0.00670272993834824,0.05653044987204934,0.0,2.6198223725411816,Low
Bihar,Kishanganj,2025-11-30,170.0,0.01373479782405322,0.0055678953910391175,0.05653044987204934,0.0,1.8191982951790937,Low
Bihar,Kishanganj,2025-12-31,76.0,0.006112054329371816,0.006106950489219911,0.05653044987204934,0.0,1.5277649328463574,Low
Bihar,Lakhisarai,2025-06-30,786.0,0.058944596514327284,0.01367495970787706,0.09967979010960981,0.0,4.693253655462215,Low
Bihar,Lakhisarai,2025-07-31,1608.0,0.12084820345795363,0.027988662379837832,0.09967979010960981,0.0,7.527240500006288,Low
Bihar,Lakhisarai,2025-09-30,422.0,0.031904646408648346,0.0035800749649318505,0.09967979010960981,0.0,3.3592835326614265,Low
Bihar,Lakhisarai,2025-10-31,125.0,0.00936904473164478,0.004042288903954517,0.09967979010960981,0.0,2.469414814056851,Low
Bihar,Lakhisarai,2025-11-30,74.0,0.005613111118810851,0.00809073503334451,0.09967979010960981,0.0,2.420388622778243,Low
Bihar,Lakhisarai,2025-12-31,29.0,0.0020927895776307126,0.0053518903400324395,0.09967979010960981,0.0,2.2111046437982362,Low
Bihar,Madhepura,2025-09-30,1000.0,0.07558989639998613,0.01367495970787706,0.07119330486869545,0.0,4.78933594607028,Low
Bihar,Madhepura,2025-10-31,416.0,0.03109386369148678,0.005681853801193211,0.07119330486869545,0.0,2.8096669900632105,Low
Bihar,Madhepura,2025-11-30,64.0,0.004809258168462631,0.0020937999379189044,0.07119330486869545,0.0,1.668581422560387,Low
Bihar,Madhepura,2025-12-31,90.0,0.006832750077959876,0.019235232438339925,0.07119330486869545,0.0,2.178056911450802,Low
Bihar,Madhubani,2025-03-31,330.0,0.025203561900142057,0.01367495970787706,0.14281984116281513,0.0,4.206413291958912,Low
Bihar,Madhubani,2025-04-30,933.0,0.07211115345968606,0.0386845220871338,0.14281984116281513,0.0,6.70795601382209,Low
Bihar,Madhubani,2025-05-31,1971.0,0.152233117355601,0.028902102837158494,0.14281984116281513,0.0,9.668274088409303,Low
Bihar,Madhubani,2025-06-30,2425.0,0.1860780984719864,0.01682758204828078,0.14281984116281513,0.0,10.720210313342779,Low
Bihar,Madhubani,2025-07-31,2141.0,0.1637919684002633,0.01207204904730778,0.14281984116281513,0.0,9.70987678544953,Low
Bihar,Madhubani,2025-09-30,1467.0,0.11229687121028377,0.009366262756394177,0.14281984116281513,0.0,7.582428240577507,Low
Bihar,Madhubani,2025-10-31,1132.0,0.08752295485256921,0.010549474747960858,0.14281984116281513,0.0,6.621051886058094,Low
Bihar,Madhubani,2025-11-30,200.0,0.015397941859256435,0.0024063015186052156,0.14281984116281513,0.0,3.5324720355916903,Low
Bihar,Madhubani,2025-12-31,94.0,0.00684660961158657,0.0064209423610578145,0.14281984116281513,0.0,3.290784766746211,Low
Bihar,Monghyr,2025-09-30,7.0,0.0004989432105609646,0.01367495970787706,0.0004324962679300552,0.0,0.37048164647796616,Low
Bihar,Monghyr,2025-10-31,3.0,0.00023561207165378884,0.005853916746346877,0.0004324962679300552,0.0,0.1644223268834246,Low
Bihar,Monghyr,2025-12-31,2.0,0.0001385953362669346,0.009112684646984453,0.0004324962679300552,0.0,0.24201085498388983,Low
Bihar,Munger,2025-04-30,491.0,0.03743460032569904,0.01367495970787706,0.041523257958334156,0.0,2.6697231648915714,Low
Bihar,Munger,2025-06-30,406.0,0.030102907037178196,0.011305550053034668,0.041523257958334156,0.0,2.3172201919796778,Low
Bihar,Munger,2025-07-31,699.0,0.05222965247219431,0.023552397586016474,0.041523257958334156,0.0,3.508461197704868,Low
Bihar,Munger,2025-09-30,509.0,0.037975122137140084,0.009954649572385234,0.041523257958334156,0.0,2.5983362839619177,Low
Bihar,Munger,2025-10-31,196.0,0.014718824711548456,0.005258503357821739,0.041523257958334156,0.0,1.5506807315741649,Low
Bihar,Munger,2025-11-30,39.0,0.0031183950660060287,0.0027115334135892136,0.041523257958334156,0.0,1.0229892971466548,Low
Bihar,Munger,2025-12-31,38.0,0.0027511174248986523,0.013324015472423782,0.041523257958334156,0.0,1.273610242973224,Low
Bihar,Muzaffarpur,2025-03-31,74.0,0.00580714458958456,0.01367495970787706,0.25702344452649073,0.0,5.714628666810123,Low
Bihar,Muzaffarpur,2025-04-30,2089.0,0.1630782024184886,0.38636351029025284,0.25702344452649073,1.0,36.32268474452568,Medium
Bihar,Muzaffarpur,2025-05-31,4366.0,0.33801323585461346,0.028593533638445467,0.25702344452649073,1.0,34.375836665675486,Medium
Bihar,Muzaffarpur,2025-06-30,3782.0,0.28858320917501123,0.011844197933556434,0.25702344452649073,1.0,31.97990220586917,Medium
Bihar,Muzaffarpur,2025-07-31,2149.0,0.16266934617650117,0.007765233234235367,0.25702344452649073,0.0,11.841373568445746,Low
Bihar,Muzaffarpur,2025-09-30,1686.0,0.12835314091680813,0.010726146278570485,0.25702344452649073,0.0,10.542748184166403,Low
Bihar,Muzaffarpur,2025-10-31,801.0,0.06239562038737396,0.006490594176044395,0.25702344452649073,0.0,7.798558560425883,Low
Bihar,Muzaffarpur,2025-11-30,197.0,0.015162329787602647,0.0033543075102023968,0.25702344452649073,0.0,5.830819769788981,Low
Bihar,Muzaffarpur,2025-12-31,193.0,0.014323828003187692,0.013397054628025734,0.25702344452649073,0.0,6.048348376357966,Low
Bihar,Nalanda,2025-06-30,1497.0,0.10927549287966459,0.01367495970787706,0.1254747168466911,0.0,7.2223880448173325,Low
Bihar,Nalanda,2025-07-31,2058.0,0.14991164547312982,0.018804090587958726,0.1254747168466911,0.0,8.976062420557982,Low
Bihar,Nalanda,2025-09-30,1033.0,0.0751533210907453,0.006858149303482129,0.1254747168466911,0.0,5.687080913150687,Low
