state,district,date,total_enrolments,age_weighted_load,growth_rate,volatility,anomaly
Bihar,Nawada,2025-07-31,3672.0,3856.7,0.0,1457.5650242785052,1
Bihar,Nawada,2025-09-30,1171.0,1218.2,-0.6811002178649237,1457.5650242785052,0
Bihar,Nawada,2025-10-31,749.0,781.2,-0.3603757472245943,1457.5650242785052,0
Bihar,Nawada,2025-11-30,239.0,248.1,-0.6809078771695594,1457.5650242785052,0
Bihar,Nawada,2025-12-31,77.0,81.1,-0.6778242677824268,1457.5650242785052,0
Bihar,Pashchim Champaran,2025-03-31,126.0,137.5,0.0,4535.015027538498,0
Bihar,Pashchim Champaran,2025-06-30,6507.0,7020.3,50.642857142857146,4535.015027538498,1
Bihar,Pashchim Champaran,2025-07-31,9642.0,10400.6,0.48178884278469347,4535.015027538498,1
Bihar,Pashchim Champaran,2025-09-30,12.0,13.799999999999999,-0.998755444928438,4535.015027538498,0
Bihar,Pashchim Champaran,2025-10-31,1.0,1.0,-0.9166666666666666,4535.015027538498,0
Bihar,Patna,2025-03-31,80.0,90.4,0.0,1138.9901716481627,0
Bihar,Patna,2025-04-30,3399.0,3730.1,41.4875,1138.9901716481627,1
Bihar,Patna,2025-05-31,474.0,506.0,-0.8605472197705207,1138.9901716481627,0
Bihar,Patna,2025-06-30,1367.0,1450.0,1.8839662447257384,1138.9901716481627,0
Bihar,Patna,2025-07-31,2110.0,2237.1,0.5435259692757863,1138.9901716481627,0
Bihar,Patna,2025-09-30,1998.0,2099.3,-0.05308056872037914,1138.9901716481627,0
Bihar,Patna,2025-10-31,874.0,933.1,-0.5625625625625625,1138.9901716481627,0
Bihar,Patna,2025-11-30,249.0,265.0,-0.7151029748283753,1138.9901716481627,0
Bihar,Patna,2025-12-31,77.0,78.19999999999999,-0.6907630522088353,1138.9901716481627,0
Bihar,Purba Champaran,2025-09-30,19.0,20.4,0.0,9.291573243177568,0
Bihar,Purba Champaran,2025-10-31,6.0,6.2,-0.6842105263157895,9.291573243177568,0
Bihar,Purba Champaran,2025-11-30,1.0,1.0,-0.8333333333333334,9.291573243177568,0
Bihar,Purbi Champaran,2025-03-31,336.0,365.5,0.0,4142.349695523061,0
Bihar,Purbi Champaran,2025-06-30,6198.0,6675.3,17.446428571428573,4142.349695523061,1
Bihar,Purbi Champaran,2025-07-31,8337.0,9030.2,0.3451113262342691,4142.349695523061,1
Bihar,Purnea,2025-09-30,25.0,28.0,0.0,12.34233905438241,0
Bihar,Purnea,2025-10-31,8.0,9.2,-0.6799999999999999,12.34233905438241,0
Bihar,Purnea,2025-11-30,1.0,1.2,-0.875,12.34233905438241,0
Bihar,Purnia,2025-04-30,814.0,927.9,0.0,700.838001796353,0
Bihar,Purnia,2025-06-30,1418.0,1570.5,0.742014742014742,700.838001796353,0
Bihar,Purnia,2025-07-31,1924.0,2115.8999999999996,0.35684062059238353,700.838001796353,0
Bihar,Purnia,2025-09-30,1337.0,1498.3,-0.30509355509355507,700.838001796353,0
Bihar,Purnia,2025-10-31,697.0,790.7,-0.47868362004487663,700.838001796353,0
Bihar,Purnia,2025-11-30,91.0,102.6,-0.8694404591104734,700.838001796353,0
Bihar,Purnia,2025-12-31,42.0,45.6,-0.5384615384615384,700.838001796353,0
Bihar,Rohtas,2025-09-30,816.0,865.7,0.0,336.6535063434411,0
Bihar,Rohtas,2025-10-31,440.0,477.6,-0.4607843137254902,336.6535063434411,0
Bihar,Rohtas,2025-11-30,138.0,149.0,-0.6863636363636363,336.6535063434411,0
Bihar,Rohtas,2025-12-31,83.0,86.0,-0.39855072463768115,336.6535063434411,0
Bihar,Saharsa,2025-05-31,642.0,715.3,0.0,456.5178763515963,0
Bihar,Saharsa,2025-06-30,826.0,899.8,0.28660436137071654,456.5178763515963,0
Bihar,Saharsa,2025-07-31,1238.0,1372.8,0.49878934624697346,456.5178763515963,0
Bihar,Saharsa,2025-09-30,1180.0,1297.6,-0.04684975767366717,456.5178763515963,0
Bihar,Saharsa,2025-10-31,478.0,526.5,-0.5949152542372882,456.5178763515963,0
Bihar,Saharsa,2025-11-30,150.0,164.2,-0.6861924686192469,456.5178763515963,0
Bihar,Saharsa,2025-12-31,90.0,94.6,-0.4,456.5178763515963,0
Bihar,Samastipur,2025-07-31,1014.0,1123.1,0.0,577.5320770312244,0
Bihar,Samastipur,2025-09-30,1680.0,1871.5,0.6568047337278107,577.5320770312244,0
Bihar,Samastipur,2025-10-31,761.0,852.2,-0.5470238095238096,577.5320770312244,0
Bihar,Samastipur,2025-11-30,404.0,455.5,-0.4691195795006571,577.5320770312244,0
Bihar,Samastipur,2025-12-31,203.0,220.5,-0.4975247524752475,577.5320770312244,0
Bihar,Samstipur,2025-09-30,7.0,7.6,0.0,3.2015621187164243,0
Bihar,Samstipur,2025-10-31,8.0,9.2,0.1428571428571428,3.2015621187164243,0
Bihar,Samstipur,2025-11-30,2.0,2.0,-0.75,3.2015621187164243,0
Bihar,Samstipur,2025-12-31,2.0,2.0,0.0,3.2015621187164243,0
Bihar,Saran,2025-04-30,327.0,360.6,0.0,873.1338194496115,0
Bihar,Saran,2025-06-30,1111.0,1167.9,2.397553516819572,873.1338194496115,0
Bihar,Saran,2025-07-31,2531.0,2678.4,1.2781278127812783,873.1338194496115,0
Bihar,Saran,2025-09-30,1744.0,1855.2,-0.31094429079415253,873.1338194496115,0
Bihar,Saran,2025-10-31,1152.0,1231.6,-0.33944954128440363,873.1338194496115,0
Bihar,Saran,2025-11-30,250.0,265.9,-0.7829861111111112,873.1338194496115,0
Bihar,Saran,2025-12-31,200.0,207.29999999999998,-0.19999999999999996,873.1338194496115,0
Bihar,Sheikhpura,2025-09-30,323.0,346.4,0.0,138.55053229778656,0
Bihar,Sheikhpura,2025-10-31,197.0,212.4,-0.3900928792569659,138.55053229778656,0
Bihar,Sheikhpura,2025-11-30,29.0,31.7,-0.8527918781725888,138.55053229778656,0
Bihar,Sheikhpura,2025-12-31,46.0,47.6,0.5862068965517242,138.55053229778656,0
Bihar,Sheikpura,2025-09-30,5.0,5.6,0.0,2.8284271247461903,0
Bihar,Sheikpura,2025-10-31,1.0,1.2,-0.8,2.8284271247461903,0
Bihar,Sheohar,2025-09-30,223.0,249.7,0.0,92.41707995098453,0
Bihar,Sheohar,2025-10-31,134.0,149.6,-0.39910313901345296,92.41707995098453,0
Bihar,Sheohar,2025-11-30,42.0,46.8,-0.6865671641791045,92.41707995098453,0
Bihar,Sheohar,2025-12-31,22.0,23.400000000000002,-0.47619047619047616,92.41707995098453,0
Bihar,Sitamarhi,2025-03-31,1335.0,1553.7,0.0,3278.6822810391373,0
Bihar,Sitamarhi,2025-04-30,4564.0,5297.9,2.4187265917603,3278.6822810391373,1
Bihar,Sitamarhi,2025-05-31,5696.0,6462.2,0.24802804557405778,3278.6822810391373,1
Bihar,Sitamarhi,2025-06-30,6476.0,7299.299999999999,0.136938202247191,3278.6822810391373,1
Bihar,Sitamarhi,2025-07-31,9117.0,10260.4,0.40781346510191474,3278.6822810391373,1
Bihar,Sitamarhi,2025-09-30,1327.0,1468.7,-0.8544477350005484,3278.6822810391373,0
Bihar,Sitamarhi,2025-10-31,704.0,790.8,-0.46948003014318007,3278.6822810391373,0
Bihar,Sitamarhi,2025-11-30,193.0,216.6,-0.7258522727272727,3278.6822810391373,0
Bihar,Sitamarhi,2025-12-31,45.0,51.0,-0.766839378238342,3278.6822810391373,0
Bihar,Siwan,2025-05-31,665.0,724.8,0.0,404.1532005611356,0
Bihar,Siwan,2025-06-30,504.0,551.5,-0.2421052631578947,404.1532005611356,0
Bihar,Siwan,2025-07-31,618.0,662.4,0.22619047619047628,404.1532005611356,0
Bihar,Siwan,2025-09-30,1329.0,1426.7,1.150485436893204,404.1532005611356,0
Bihar,Siwan,2025-10-31,823.0,897.7,-0.38073739653875094,404.1532005611356,0
Bihar,Siwan,2025-11-30,257.0,276.2,-0.6877278250303767,404.1532005611356,0
Bihar,Siwan,2025-12-31,82.0,85.0,-0.6809338521400778,404.1532005611356,0
Bihar,Supaul,2025-09-30,683.0,756.7,0.0,300.0227769131315,0
Bihar,Supaul,2025-10-31,711.0,795.0,0.040995607613469875,300.0227769131315,0
Bihar,Supaul,2025-11-30,190.0,212.0,-0.7327707454289734,300.0227769131315,0
Bihar,Supaul,2025-12-31,166.0,177.3,-0.12631578947368416,300.0227769131315,0
Bihar,Vaishali,2025-04-30,497.0,556.0,0.0,596.5742200263098,0
Bihar,Vaishali,2025-09-30,1634.0,1768.8,2.2877263581488934,596.5742200263098,0
Bihar,Vaishali,2025-10-31,900.0,979.0,-0.4492044063647491,596.5742200263098,0
Bihar,Vaishali,2025-11-30,246.0,266.0,-0.7266666666666667,596.5742200263098,0
Bihar,Vaishali,2025-12-31,186.0,196.9,-0.24390243902439024,596.5742200263098,0
Bihar,West Champaran,2025-04-30,6709.0,7353.7,0.0,2748.8944262497,1
Bihar,West Champaran,2025-05-31,4966.0,5431.299999999999,-0.2598002682963184,2748.8944262497,1
Bihar,West Champaran,2025-09-30,2032.0,2196.2,-0.5908175594039469,2748.8944262497,0
Bihar,West Champaran,2025-10-31,845.0,919.0,-0.5841535433070866,2748.8944262497,0
Bihar,West Champaran,2025-11-30,220.0,238.1,-0.7396449704142012,2748.8944262497,0
Bihar,West Champaran,2025-12-31,85.0,89.9,-0.6136363636363636,2748.8944262497,0
Chandigarh,Chandigarh,2025-04-30,117.0,139.2,0.0,87.14528099673556,0
Chandigarh,Chandigarh,2025-09-30,184.0,217.7,0.5726495726495726,87.14528099673556,0
Chandigarh,Chandigarh,2025-10-31,236.0,279.4,0.28260869565217384,87.14528099673556,0
Chandigarh,Chandigarh,2025-11-30,92.0,110.19999999999999,-0.6101694915254237,87.14528099673556,0
Chandigarh,Chandigarh,2025-12-31,9.0,10.799999999999999,-0.9021739130434783,87.14528099673556,0
Chhattisgarh,Balod,2025-09-30,140.0,167.1,0.0,91.55508360180407,0
Chhattisgarh,Balod,2025-10-31,220.0,261.8,0.5714285714285714,91.55508360180407,0
Chhattisgarh,Balod,2025-11-30,46.0,54.0,-0.7909090909090909,91.55508360180407,0
Chhattisgarh,Balod,2025-12-31,20.0,23.4,-0.5652173913043479,91.55508360180407,0
Chhattisgarh,Baloda Bazar,2025-05-31,544.0,650.9,0.0,222.581895040904,0
Chhattisgarh,Baloda Bazar,2025-09-30,357.0,419.5,-0.34375,222.581895040904,0
Chhattisgarh,Baloda Bazar,2025-10-31,484.0,572.8,0.3557422969187676,222.581895040904,0
Chhattisgarh,Baloda Bazar,2025-11-30,141.0,168.0,-0.7086776859504132,222.581895040904,0
Chhattisgarh,Baloda Bazar,2025-12-31,23.0,26.0,-0.8368794326241135,222.581895040904,0
Chhattisgarh,Balrampur,2025-07-31,1988.0,2289.3,0.0,820.638958373291,0
Chhattisgarh,Balrampur,2025-09-30,411.0,472.59999999999997,-0.7932595573440644,820.638958373291,0
Chhattisgarh,Balrampur,2025-10-31,304.0,352.59999999999997,-0.26034063260340634,820.638958373291,0
Chhattisgarh,Balrampur,2025-11-30,35.0,40.599999999999994,-0.8848684210526316,820.638958373291,0
Chhattisgarh,Balrampur,2025-12-31,20.0,22.599999999999998,-0.4285714285714286,820.638958373291,0
Chhattisgarh,Bastar,2025-09-30,278.0,317.9,0.0,131.0076333653883,0
Chhattisgarh,Bastar,2025-10-31,315.0,349.8,0.13309352517985618,131.0076333653883,0
Chhattisgarh,Bastar,2025-11-30,59.0,65.0,-0.8126984126984127,131.0076333653883,0
Chhattisgarh,Bastar,2025-12-31,350.0,399.0,4.932203389830509,131.0076333653883,1
Chhattisgarh,Bemetara,2025-09-30,180.0,211.4,0.0,113.25597850297646,0
Chhattisgarh,Bemetara,2025-10-31,265.0,310.59999999999997,0.4722222222222223,113.25597850297646,0
Chhattisgarh,Bemetara,2025-11-30,95.0,112.39999999999999,-0.6415094339622642,113.25597850297646,0
Chhattisgarh,Bemetara,2025-12-31,1.0,1.2,-0.9894736842105263,113.25597850297646,0
Chhattisgarh,Bijapur,2025-03-31,160.0,204.7,0.0,448.30312785485273,0
Chhattisgarh,Bijapur,2025-04-30,658.0,800.4,3.1125,448.30312785485273,0
Chhattisgarh,Bijapur,2025-05-31,610.0,742.5,-0.07294832826747721,448.30312785485273,0
Chhattisgarh,Bijapur,2025-06-30,632.0,759.5,0.0360655737704918,448.30312785485273,0
Chhattisgarh,Bijapur,2025-07-31,1391.0,1672.8999999999999,1.2009493670886076,448.30312785485273,0
Chhattisgarh,Bijapur,2025-09-30,177.0,216.1,-0.8727534148094895,448.30312785485273,0
Chhattisgarh,Bijapur,2025-10-31,120.0,131.0,-0.3220338983050848,448.30312785485273,0
Chhattisgarh,Bijapur,2025-11-30,36.0,39.6,-0.7,448.30312785485273,0
Chhattisgarh,Bijapur,2025-12-31,16.0,18.2,-0.5555555555555556,448.30312785485273,0
Chhattisgarh,Bilaspur,2025-07-31,1476.0,1712.7,0.0,569.2611878566814,0
Chhattisgarh,Bilaspur,2025-09-30,728.0,851.6,-0.5067750677506775,569.2611878566814,0
Chhattisgarh,Bilaspur,2025-10-31,784.0,912.8,0.07692307692307687,569.2611878566814,0
Chhattisgarh,Bilaspur,2025-11-30,209.0,243.6,-0.7334183673469388,569.2611878566814,0
Chhattisgarh,Bilaspur,2025-12-31,21.0,24.2,-0.8995215311004785,569.2611878566814,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-09-30,41.0,47.0,0.0,14.118545723031582,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-10-31,33.0,38.0,-0.19512195121951215,14.118545723031582,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-11-30,8.0,9.4,-0.7575757575757576,14.118545723031582,0
Chhattisgarh,Dakshin Bastar Dantewada,2025-12-31,30.0,34.8,2.75,14.118545723031582,0
Chhattisgarh,Dantewada,2025-09-30,29.0,32.6,0.0,10.36018017861337,0
Chhattisgarh,Dantewada,2025-10-31,18.0,20.8,-0.3793103448275862,10.36018017861337,0
Chhattisgarh,Dantewada,2025-11-30,5.0,5.8,-0.7222222222222222,10.36018017861337,0
Chhattisgarh,Dantewada,2025-12-31,24.0,27.6,3.8,10.36018017861337,0
Chhattisgarh,Dhamtari,2025-09-30,176.0,210.1,0.0,115.19657112952625,0
Chhattisgarh,Dhamtari,2025-10-31,236.0,281.4,0.34090909090909083,115.19657112952625,0
Chhattisgarh,Dhamtari,2025-11-30,21.0,25.0,-0.9110169491525424,115.19657112952625,0
Chhattisgarh,Dhamtari,2025-12-31,2.0,2.2,-0.9047619047619048,115.19657112952625,0
Chhattisgarh,Durg,2025-04-30,384.0,456.2,0.0,173.0507632651953,0
Chhattisgarh,Durg,2025-07-31,495.0,580.0,0.2890625,173.0507632651953,0
Chhattisgarh,Durg,2025-09-30,285.0,334.7,-0.4242424242424242,173.0507632651953,0
Chhattisgarh,Durg,2025-10-31,187.0,219.79999999999998,-0.343859649122807,173.0507632651953,0
Chhattisgarh,Durg,2025-11-30,81.0,95.6,-0.5668449197860963,173.0507632651953,0
Chhattisgarh,Durg,2025-12-31,55.0,64.39999999999999,-0.32098765432098764,173.0507632651953,0
Chhattisgarh,Gariyaband,2025-09-30,136.0,159.79999999999998,0.0,68.24465791058911,0
Chhattisgarh,Gariyaband,2025-10-31,144.0,170.2,0.05882352941176472,68.24465791058911,0
Chhattisgarh,Gariyaband,2025-11-30,22.0,26.4,-0.8472222222222222,68.24465791058911,0
Chhattisgarh,Gaurela-pendra-marwahi,2025-09-30,16.0,18.799999999999997,0.0,8.717797887081348,0
Chhattisgarh,Gaurela-pendra-marwahi,2025-10-31,18.0,20.2,0.125,8.717797887081348,0
Chhattisgarh,Gaurela-pendra-marwahi,2025-11-30,2.0,2.2,-0.8888888888888888,8.717797887081348,0
Chhattisgarh,Gaurella Pendra Marwahi,2025-06-30,631.0,733.0999999999999,0.0,197.28279195104676,0
Chhattisgarh,Gaurella Pendra Marwahi,2025-07-31,352.0,409.5,-0.4421553090332805,197.28279195104676,0
Chhattisgarh,Janjgir - Champa,2025-09-30,2.0,2.4,0.0,0.0,0
Chhattisgarh,Janjgir - Champa,2025-12-31,2.0,2.2,0.0,0.0,0
Chhattisgarh,Janjgir Champa,2025-09-30,4.0,4.8,0.0,0.0,0
Chhattisgarh,Janjgir Champa,2025-10-31,4.0,4.4,0.0,0.0,0
Chhattisgarh,Janjgir-champa,2025-09-30,446.0,520.6999999999999,0.0,221.7671451470363,0
Chhattisgarh,Janjgir-champa,2025-10-31,456.0,534.0,0.022421524663677195,221.7671451470363,0
Chhattisgarh,Janjgir-champa,2025-11-30,121.0,143.4,-0.7346491228070176,221.7671451470363,0
Chhattisgarh,Janjgir-champa,2025-12-31,25.0,29.0,-0.7933884297520661,221.7671451470363,0
Chhattisgarh,Jashpur,2025-09-30,143.0,166.0,0.0,80.8553234693507,0
Chhattisgarh,Jashpur,2025-10-31,187.0,211.2,0.3076923076923077,80.8553234693507,0
Chhattisgarh,Jashpur,2025-11-30,31.0,34.0,-0.8342245989304813,80.8553234693507,0
Chhattisgarh,Jashpur,2025-12-31,26.0,28.0,-0.16129032258064513,80.8553234693507,0
Chhattisgarh,Kabeerdham,2025-09-30,72.0,85.19999999999999,0.0,39.702015062210634,0
Chhattisgarh,Kabeerdham,2025-10-31,101.0,120.0,0.4027777777777777,39.702015062210634,0
Chhattisgarh,Kabeerdham,2025-11-30,24.0,28.2,-0.7623762376237624,39.702015062210634,0
Chhattisgarh,Kabeerdham,2025-12-31,18.0,20.8,-0.25,39.702015062210634,0
Chhattisgarh,Kanker,2025-09-30,155.0,181.0,0.0,64.85560885536424,0
Chhattisgarh,Kanker,2025-10-31,103.0,119.69999999999999,-0.3354838709677419,64.85560885536424,0
Chhattisgarh,Kanker,2025-11-30,46.0,53.8,-0.5533980582524272,64.85560885536424,0
Chhattisgarh,Kanker,2025-12-31,7.0,8.399999999999999,-0.8478260869565217,64.85560885536424,0
Chhattisgarh,Kawardha,2025-09-30,151.0,176.0,0.0,32.929217016706204,0
Chhattisgarh,Kawardha,2025-10-31,203.0,239.4,0.3443708609271523,32.929217016706204,0
Chhattisgarh,Kawardha,2025-11-30,142.0,167.6,-0.3004926108374384,32.929217016706204,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09-30,14.0,15.8,0.0,5.131601439446884,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10-31,17.0,19.799999999999997,0.2142857142857142,5.131601439446884,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11-30,7.0,8.2,-0.5882352941176471,5.131601439446884,0
Chhattisgarh,Kondagaon,2025-09-30,191.0,219.0,0.0,84.46448957994123,0
Chhattisgarh,Kondagaon,2025-10-31,248.0,279.6,0.2984293193717278,84.46448957994123,0
Chhattisgarh,Kondagaon,2025-11-30,51.0,57.0,-0.7943548387096774,84.46448957994123,0
Chhattisgarh,Kondagaon,2025-12-31,197.0,218.59999999999997,2.8627450980392157,84.46448957994123,0
Chhattisgarh,Korba,2025-09-30,305.0,356.8,0.0,177.10637105046973,0
Chhattisgarh,Korba,2025-10-31,383.0,445.2,0.2557377049180327,177.10637105046973,0
Chhattisgarh,Korba,2025-11-30,67.0,78.2,-0.825065274151436,177.10637105046973,0
Chhattisgarh,Korba,2025-12-31,21.0,24.4,-0.6865671641791045,177.10637105046973,0
Chhattisgarh,Koriya,2025-09-30,135.0,155.0,0.0,93.03180459749593,0
Chhattisgarh,Koriya,2025-10-31,210.0,234.0,0.5555555555555556,93.03180459749593,0
Chhattisgarh,Koriya,2025-11-30,31.0,32.6,-0.8523809523809524,93.03180459749593,0
Chhattisgarh,Koriya,2025-12-31,11.0,12.0,-0.6451612903225806,93.03180459749593,0
Chhattisgarh,Mahasamund,2025-09-30,304.0,356.5,0.0,165.9766549849707,0
Chhattisgarh,Mahasamund,2025-10-31,334.0,385.8,0.09868421052631571,165.9766549849707,0
Chhattisgarh,Mahasamund,2025-11-30,52.0,58.8,-0.844311377245509,165.9766549849707,0
Chhattisgarh,Mahasamund,2025-12-31,15.0,17.4,-0.7115384615384616,165.9766549849707,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09-30,24.0,27.4,0.0,10.456258094238748,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10-31,24.0,27.6,0.0,10.456258094238748,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-11-30,14.0,15.0,-0.41666666666666663,10.456258094238748,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-12-31,2.0,2.2,-0.8571428571428572,10.456258094238748,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-11-30,2.0,2.2,0.0,,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-09-30,13.0,14.9,0.0,16.3707055437449,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-10-31,35.0,39.4,1.6923076923076925,16.3707055437449,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-11-30,3.0,3.5999999999999996,-0.9142857142857143,16.3707055437449,0
Chhattisgarh,Mungeli,2025-09-30,226.0,265.09999999999997,0.0,148.95301272549005,0
Chhattisgarh,Mungeli,2025-10-31,342.0,400.6,0.5132743362831858,148.95301272549005,0
Chhattisgarh,Mungeli,2025-11-30,97.0,114.0,-0.7163742690058479,148.95301272549005,0
Chhattisgarh,Mungeli,2025-12-31,1.0,1.2,-0.9896907216494846,148.95301272549005,0
Chhattisgarh,Narayanpur,2025-09-30,57.0,62.4,0.0,19.070046320517072,0
Chhattisgarh,Narayanpur,2025-10-31,55.0,61.0,-0.03508771929824561,19.070046320517072,0
Chhattisgarh,Narayanpur,2025-11-30,17.0,19.599999999999998,-0.6909090909090909,19.070046320517072,0
Chhattisgarh,Narayanpur,2025-12-31,33.0,35.2,0.9411764705882353,19.070046320517072,0
Chhattisgarh,Raigarh,2025-07-31,1522.0,1797.1,0.0,617.9584937518053,0
Chhattisgarh,Raigarh,2025-09-30,453.0,535.8,-0.702365308804205,617.9584937518053,0
Chhattisgarh,Raigarh,2025-10-31,252.0,295.8,-0.4437086092715232,617.9584937518053,0
Chhattisgarh,Raigarh,2025-11-30,61.0,71.6,-0.7579365079365079,617.9584937518053,0
Chhattisgarh,Raigarh,2025-12-31,16.0,18.599999999999998,-0.7377049180327868,617.9584937518053,0
Chhattisgarh,Raipur,2025-03-31,100.0,127.8,0.0,230.056877025371,0
Chhattisgarh,Raipur,2025-04-30,322.0,387.3,2.22,230.056877025371,0
Chhattisgarh,Raipur,2025-09-30,575.0,678.0,0.7857142857142858,230.056877025371,0
Chhattisgarh,Raipur,2025-10-31,548.0,639.2,-0.04695652173913045,230.056877025371,0
Chhattisgarh,Raipur,2025-11-30,173.0,198.79999999999998,-0.6843065693430657,230.056877025371,0
Chhattisgarh,Raipur,2025-12-31,33.0,39.0,-0.8092485549132948,230.056877025371,0
Chhattisgarh,Rajnandgaon,2025-09-30,333.0,392.4,0.0,158.04007930479744,0
Chhattisgarh,Rajnandgaon,2025-10-31,346.0,411.4,0.039039039039038936,158.04007930479744,0
Chhattisgarh,Rajnandgaon,2025-11-30,95.0,111.39999999999999,-0.7254335260115607,158.04007930479744,0
Chhattisgarh,Rajnandgaon,2025-12-31,42.0,49.4,-0.5578947368421052,158.04007930479744,0
Chhattisgarh,Sakti,2025-09-30,42.0,49.6,0.0,14.294521094927712,0
Chhattisgarh,Sakti,2025-10-31,33.0,38.8,-0.2142857142857143,14.294521094927712,0
Chhattisgarh,Sakti,2025-11-30,14.0,16.599999999999998,-0.5757575757575757,14.294521094927712,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-09-30,3.0,3.2,0.0,5.188127472091127,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-10-31,14.0,16.6,3.666666666666667,5.188127472091127,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-11-30,3.0,3.5999999999999996,-0.7857142857142857,5.188127472091127,0
Chhattisgarh,Sarangarh-Bilaigarh,2025-12-31,7.0,7.800000000000001,1.3333333333333335,5.188127472091127,0
Chhattisgarh,Sukma,2025-04-30,381.0,456.9,0.0,160.0843527644098,0
Chhattisgarh,Sukma,2025-05-31,252.0,297.1,-0.3385826771653543,160.0843527644098,0
Chhattisgarh,Sukma,2025-07-31,363.0,410.2,0.44047619047619047,160.0843527644098,0
Chhattisgarh,Sukma,2025-09-30,85.0,93.7,-0.7658402203856749,160.0843527644098,0
Chhattisgarh,Sukma,2025-10-31,75.0,81.8,-0.11764705882352944,160.0843527644098,0
Chhattisgarh,Sukma,2025-11-30,18.0,19.4,-0.76,160.0843527644098,0
Chhattisgarh,Sukma,2025-12-31,9.0,9.4,-0.5,160.0843527644098,0
Chhattisgarh,Surajpur,2025-09-30,202.0,235.5,0.0,127.7249649311624,0
Chhattisgarh,Surajpur,2025-10-31,281.0,324.2,0.391089108910891,127.7249649311624,0
Chhattisgarh,Surajpur,2025-11-30,24.0,27.6,-0.9145907473309609,127.7249649311624,0
Chhattisgarh,Surajpur,2025-12-31,31.0,33.3,0.29166666666666674,127.7249649311624,0
Chhattisgarh,Surguja,2025-09-30,285.0,333.8,0.0,144.896227234068,0
Chhattisgarh,Surguja,2025-10-31,238.0,279.4,-0.16491228070175434,144.896227234068,0
Chhattisgarh,Surguja,2025-11-30,21.0,23.8,-0.9117647058823529,144.896227234068,0
Chhattisgarh,Surguja,2025-12-31,5.0,5.6,-0.7619047619047619,144.896227234068,0
Chhattisgarh,Uttar Bastar Kanker,2025-09-30,54.0,63.199999999999996,0.0,29.669007398293594,0
Chhattisgarh,Uttar Bastar Kanker,2025-10-31,64.0,74.5,0.18518518518518512,29.669007398293594,0
Chhattisgarh,Uttar Bastar Kanker,2025-11-30,13.0,15.2,-0.796875,29.669007398293594,0
Chhattisgarh,Uttar Bastar Kanker,2025-12-31,4.0,4.6,-0.6923076923076923,29.669007398293594,0
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-09-30,6.0,6.8,0.0,2.8284271247461903,0
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-10-31,2.0,2.4,-0.6666666666666667,2.8284271247461903,0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025-09-30,78.0,93.1,0.0,30.8274769213008,0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025-10-31,33.0,38.8,-0.5769230769230769,30.8274769213008,0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025-11-30,19.0,22.799999999999997,-0.4242424242424242,30.8274769213008,0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-09-30,7.0,8.1,0.0,1.5275252316519465,0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-10-31,5.0,5.8,-0.2857142857142857,1.5275252316519465,0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-11-30,4.0,4.8,-0.19999999999999996,1.5275252316519465,0
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-09-30,3.0,3.9000000000000004,0.0,,0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-09-30,1.0,1.2,0.0,0.7071067811865476,0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-11-30,2.0,2.4,1.0,0.7071067811865476,0
Daman & Diu,Daman,2025-09-30,1.0,1.2,0.0,0.0,0
Daman & Diu,Daman,2025-10-31,1.0,1.0,0.0,0.0,0
Daman & Diu,Daman,2025-11-30,1.0,1.2,0.0,0.0,0
Daman & Diu,Diu,2025-09-30,1.0,1.2,0.0,,0
Daman and Diu,Daman,2025-09-30,5.0,5.6,0.0,1.9148542155126762,0
Daman and Diu,Daman,2025-10-31,3.0,3.5999999999999996,-0.4,1.9148542155126762,0
